Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews,City,Country
Summer Rye,Rye Beer,Mayflower Brewing Company,Mayflower Brewing Company Summer Rye,Notes:,3.8,10,80,18,30,4,42,22,48,3,48,57,32,95,3.583333,3.46875,3.5625,3.583333,3.8125,48,Plymouth,USA
Dock Street Rye IPA,Rye Beer,Dock Street Brewery & Restaurant,Dock Street Brewery & Restaurant Rye IPA,"Notes:An aggressively hopped American Style India Pale Ale brewed with Columbus, Simcoe and Amarillo hops. The use of 20% rye gives this ale it's trademark dry and spicy character.\t",6.8,10,80,19,36,5,82,20,27,0,25,117,27,93,4.0125,4.1375,4.1,4.2125,4.1,40,Philadelphia,USA
Salmon Fly Honey Rye,Rye Beer,Madison River Brewing Company,Madison River Brewing Company Salmon Fly Honey Rye,"Notes:Madison River Brewing Company presents Salmon Fly Honey Rye. The malted barley used in this unique brew is complimented by the subtle spiciness of rye. Bittering and flavor hop additions help keep this brew extremely balanced. In addition, there is a mild sweetness that dulls any overwhelming rye or hop flavor derived from the pure local Montana honey. These ingredients blend together to create a lighter bodied drinking experience for all kinds of beer drinkers.23 IBU\t",5.6,10,80,18,41,6,34,99,27,1,23,47,22,177,3.0,3.522727,3.295455,3.204545,3.295455,22,Belgrade,USA
Rye IPA,Rye Beer,Black Market Brewing Co.,Black Market Brewing Co. Rye IPA,Notes:,7.5,10,80,17,31,7,67,27,46,0,57,89,18,75,3.65,3.75,3.65,3.7,3.7,10,Temecula,USA
Rye Pale Ale,Rye Beer,The Bronx Brewery,The Bronx Brewery Pale Ale,Notes:,6.3,10,80,10,35,13,62,40,59,0,63,89,26,121,4.0,3.5,4.0,4.0,4.0,2,Bronx,USA
Bridal Veil Rye Pale Ale,Rye Beer,Telluride Brewing Co.,Telluride Brewing Co. Bridal Veil Rye Pale Ale,Notes:,5.5,10,80,21,32,8,72,26,45,1,53,96,27,103,4.0,4.0,4.5,4.5,4.5,1,Telluride,USA
Backwoods Bastard,Scotch Ale / Wee Heavy,Founders Brewing Company,Founders Brewing Company Founders Backwoods Bastard,"Notes:Expect lovely, warm smells of single malt scotch, oaky bourbon barrels, smoke, sweet caramel and roasted malts, a bit of earthy spice and a scintilla of dark fruit. It’s a kick-back sipper made to excite the palate.\t",11.2,25,35,1,41,84,21,76,13,0,26,15,36,102,4.207353,3.965686,4.045588,4.238725,3.985784,1020,Grand Rapids,USA
Dirty Bastard,Scotch Ale / Wee Heavy,Founders Brewing Company,Founders Brewing Company Founders Dirty Bastard,"Notes:So good it’s almost wrong. Dark ruby in color and brewed with seven varieties of imported malts. Complex in finish, with hints of smoke and peat, paired with a malty richness and a right hook of hop power to give it the bad attitude that a beer named Dirty Bastard has to live up to. Ain’t for the wee lads. Brewed with 7 varieties of malt (varies over the years).50 IBU\t",8.5,25,35,6,44,38,31,63,10,0,20,42,15,84,3.954256,3.960621,3.988465,4.091885,3.935561,1257,Grand Rapids,USA
Skull Splitter,Scotch Ale / Wee Heavy,Orkney Brewery,Orkney Brewery SkullSplitter,Notes:,8.5,25,35,7,43,54,30,100,26,0,56,39,23,88,3.968983,3.998139,4.027916,4.125931,3.965881,806,Stromness KW16 3LX,United Kingdom
Scotty Karate Scotch Ale,Scotch Ale / Wee Heavy,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Scotty Karate Scotch Ale,"Notes:For those of you who don’t know who “Scotty Karate” is… He is a local one man band who plays an amazing slurry of honky-tonk influenced, punk-country songs. (Check him out at www.scottykaratetime.com) A big bold musician deserves a big bold beer, that's why Scotty and our Scotch Ale are a perfect tribute to one another. Scotty Karate is brewed with cherry wood smoked malt instead of the traditional peat smoked malt offering up warming notes of coffee, caramel and sweet caramelized brown sugar. Scotty finishes earthy giving this beer a character all it's own, just like the man himself.\t",9.75,25,35,4,57,50,28,88,11,0,43,17,15,86,3.946078,3.741422,3.914216,4.0625,3.889706,408,Marshall,USA
Claymore,Scotch Ale / Wee Heavy,Great Divide Brewing Company,Great Divide Brewing Company Claymore Scotch Ale,"Notes:Named for a medieval Scottish sword, Claymore Scotch Ale is our tribute to the legendary “Wee Heavy” beers of Scotland. This malty, deep-ruby beauty features lots of caramel sweetness, a reserved hop profile, and a subtle warming character. Unlike its namesake, this beer only requires one hand, but it’ll still make you feel like nobility.\t",7.7,25,35,7,64,28,49,88,17,0,27,47,45,125,3.813916,3.833333,3.894822,3.956311,3.902913,309,Denver,USA
Wee Heavy,Scotch Ale / Wee Heavy,AleSmith Brewing Company,AleSmith Brewing Company AleSmith Wee Heavy,"Notes:A classic Scotch Ale. Scotch ales are typically sweet and malty, with a very subdued dose of hops– just enough to provide balance. AleSmith Wee Heavy is a wonderful interpretation of this traditional Scotch style.\t",10.0,25,35,6,40,61,30,98,10,0,34,32,17,100,4.189944,4.104749,4.181564,4.256983,4.094972,358,San Diego,USA
Traquair House Ale,Scotch Ale / Wee Heavy,Traquair House Brewery Lld,Traquair House Brewery Lld Traquair House Ale,Notes:,7.2,25,35,9,44,27,22,79,24,2,56,28,11,87,4.169159,4.037383,4.050467,4.243925,4.140187,535,Innerleithen EH44 6PW,United Kingdom
Samuel Adams Scotch AleBoston Beer Company (Samuel Adams),Scotch Ale / Wee Heavy,Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Scotch Ale,Notes:,5.4,25,35,9,29,24,19,37,4,0,7,25,37,65,3.703506,3.974848,3.785823,3.866616,3.829268,656,Boston,USA
Traquair Jacobite,Scotch Ale / Wee Heavy,Traquair House Brewery Lld,Traquair House Brewery Lld Traquair Jacobite,"Notes:Traquair Jacobite Ale is a Scotch ale with an ancient ingredient, coriander: rich, deep flavors are accented by exotic coriander aroma. Traquair House Brewery, located within Scotland's oldest inhabited house, uses a 1738 copper kettle and oak fermenters to produce this fine ale, first brewed in 1995 to commemorate the Jacobite Revolution.\t",8.0,25,35,4,57,37,32,82,19,0,52,65,20,97,4.203463,3.933983,4.031385,4.222944,4.072511,462,Innerleithen EH44 6PW,United Kingdom
Kilt Lifter Scotch Ale,Scotch Ale / Wee Heavy,Moylan's Brewery,Moylan's Brewery Kilt Lifter Scotch Ale,Notes:,8.0,25,35,4,36,23,22,67,17,3,27,23,14,93,3.767313,3.765928,3.660665,3.765928,3.707756,361,Novato,USA
Big Sound,Scotch Ale / Wee Heavy,Cigar City Brewing,Cigar City Brewing Big Sound Scotch Ale,"Notes:Big Sound Scotch Ale is dedicated to our good buddy Gino, the most Punk Rock Bagpiper you will ever meet, and the rest of the men and women of the Tampa Bay Pipes and Drums. Brown in color, Big Sound has huge notes of dark sweet toffee with underlying mild notes of coffee in the aroma. The flavor starts with a slight note of cherry and then opens into a goliath of malt character with notes of dark sweet toffee, coffee and mild notes of toasted bread in the finish. Big Sound Scotch Ale pairs well with Haggis, Highland Games, Huge Heads, Enormous pillows and of course Bagpipe Music.40 IBU\t",8.5,25,35,6,66,49,32,101,15,0,40,17,23,118,4.066667,4.146667,4.196667,4.196667,4.12,150,Atascadero,USA
Samuel Adams Wee Heavy (Imperial Series)Boston Beer Company (Samuel Adams),Scotch Ale / Wee Heavy,Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Wee Heavy (Imperial Series),Notes:,10.0,25,35,6,84,56,51,109,18,0,36,32,50,140,3.684615,3.894872,3.797436,3.784615,3.705128,195,Boston,USA
Équinoxe Du Printemps,Scotch Ale / Wee Heavy,Brasserie Dieu Du Ciel,Brasserie Dieu Du Ciel Équinoxe Du Printemps,"Notes:Équinoxe du Printemps (French for ""spring equinox"") is the quintessential marriage of two great traditions: beer brewing in Scotland, and maple syrup production in Quebec. At the first draught, the mouth is overcome by woody, malty flavours, sustained by a discrete touch of sweetness. The aftertaste brings about the flavours of maple, which are sufficiently present to be appreciated, but never overwhelming the typical flavours of a Scotch Ale. Equinoxe du printemps is brewed only once a year in January. It is aged for two months in order to attain a perfect balance in taste. Then, it is sold starting March 21st, until stocks last.The Equinoxe du printemps was born in our Montreal brewpub in February 1999.\t",9.5,25,35,13,67,59,31,217,29,0,61,54,28,189,3.958333,3.769444,3.916667,3.930556,3.738889,180,QC H2T 2N2,Canada
Smuttynose Scotch Style Ale (Big Beer Series),Scotch Ale / Wee Heavy,Smuttynose Brewing Company,Smuttynose Brewing Company Smuttynose Scotch Style Ale (Big Beer Series),"Notes:Our Scotch Ale is a bold amber beer that balances smooth rich sweetness with a hint of peat smoked malt. The infusion of this subtle smokiness invites images of heather fields, platters of haggis, & the poetry of William McGonagall. Enjoy one with your mates!2007 - 8.2%2008 - 7.1%2013 - 8.0%\t",8.2,25,35,8,54,43,18,92,16,1,26,17,48,117,3.868421,3.964912,3.995614,4.061404,3.969298,228,Hampton,USA
Wee Heavy Scotch Style Ale,Scotch Ale / Wee Heavy,The Duck-Rabbit Craft Brewery,The Duck-Rabbit Craft Brewery Duck-Rabbit Wee Heavy Scotch Style Ale,"Notes:The Duck-Rabbit’s Scotch Ale is a full-bodied, deep copper-colored treasure. Bold and malty, this beer’s sweetness comes from a massive quantity of grain complemented by some serious kettle carmelization. The flavor is rounded out by a warming alcohol sensation.\t",8.0,25,35,7,55,57,11,81,31,0,39,20,1,96,3.958175,3.910646,3.914449,3.925856,3.773764,263,Farmville,USA
Scotch De Silly,Scotch Ale / Wee Heavy,Brasserie de Silly S.A.,Brasserie de Silly S.A. Scotch Silly,Notes:,8.0,25,35,10,56,65,35,126,39,0,60,50,12,95,3.743386,3.936508,3.693122,3.619048,3.502646,189,Silly,Belgium
Wee Heavy - Barrel-Aged,Scotch Ale / Wee Heavy,AleSmith Brewing Company,AleSmith Brewing Company AleSmith Wee Heavy - Barrel Aged,Notes:,9.5,25,35,8,80,123,11,93,16,0,30,11,35,171,4.427711,3.951807,4.198795,4.36747,4.168675,83,San Diego,USA
Warped Speed Scotch Ale,Scotch Ale / Wee Heavy,Lake Louie Brewery Company,Lake Louie Brewery Company Lake Louie Warped Speed Scotch Ale,Notes:,7.2,25,35,8,43,33,21,78,16,0,11,25,15,75,3.960265,4.016556,4.006623,4.07947,4.02649,151,Verona,USA
Drafty Kilt Scotch Ale,Scotch Ale / Wee Heavy,Monday Night Brewing,Monday Night Brewing Drafty Kilt Scotch Ale,"Notes:A roasty scotch ale with a hint of smoke. Full-bodied, but not overpowering. Smokey, but not in a creepy bar kind of way. Sweet, but not obnoxiously so. Sound like your ideal mother-in-law? Fair enough, but it also is a pretty dead-on description of our Scotch Ale. In a difficult hop-growing climate, Scottish brewers relied on other ingredients to impart flavor and bitterness – one such ingredient was smoked malt. Drafty Kilt is a dark, malty bombshell of a beer.\t",7.2,25,35,6,36,27,32,55,10,0,24,33,28,90,4.125,4.25,4.375,4.125,4.125,4,Atlanta,USA
Iron Thistle,Scotch Ale / Wee Heavy,Rahr & Sons Brewing Company,Rahr & Sons Brewing Company Iron Thistle,"Notes:SCOTTISH STYLE ALEAvailable : February ReleaseBreak out the bagpipes with your lederhosen! We’re proud to present our Iron Thistle Scotch Ale – Rahr’s first National Grand Champion winner. This dark, Scottish ale has a bold taste dominated by a smooth, sweet maltiness balanced with a low, hoppy bitterness. So don your kilts and enjoy. Here’s to your health – Slàinte! Prosit!IBU35HOP VARIETIESWarriorMALTS2 Row, Vienna, Crystal, Chocolate, Carafa Special II",7.0,25,35,14,67,41,64,97,18,2,36,59,23,126,3.797297,3.743243,3.797297,3.932432,3.986486,37,Fort Worth,USA
Wet Willy Scotch Ale,Scotch Ale / Wee Heavy,New England Brewing Co.,New England Brewing Co. Wet Willy Scotch Ale,Notes:,10.0,25,35,12,66,73,17,122,26,1,39,15,18,103,3.980159,3.81746,3.896825,4.02381,3.892857,126,Woodbridge,USA
Sheep Shagger Scotch Ale,Scotch Ale / Wee Heavy,Tyranena Brewing Company,Tyranena Brewing Company Sheep Shagger Scotch Ale,Notes:,7.5,25,35,5,64,39,23,73,8,1,13,32,16,109,4.0,3.838028,4.077465,4.119718,4.161972,71,Lake Mills,USA
Wee Heavy-er Scotch Style Ale,Scotch Ale / Wee Heavy,French Broad Brewing Co.,French Broad Brewing Co. Wee Heavy-er Scotch Style Ale,Notes:,7.0,25,35,13,62,32,23,110,33,0,37,25,13,113,3.403061,3.734694,3.47449,3.479592,3.576531,98,Asheville,USA
Shaggin' In The Wood,Scotch Ale / Wee Heavy,Tyranena Brewing Company,Tyranena Brewing Company Shaggin' In The Wood,Notes:,7.55,25,35,7,68,75,21,70,5,0,6,27,38,151,3.917582,3.714286,3.807692,4.032967,3.994505,91,Lake Mills,USA
Maple Scotch-Style Ale,Scotch Ale / Wee Heavy,Sierra Nevada Brewing Co.,Sierra Nevada Brewing Co. Sierra Nevada Scotch Ale,Notes:,7.3,25,35,18,46,39,25,145,11,0,8,41,10,161,3.727273,3.818182,4.045455,4.227273,3.909091,11,Chico,USA
Heavy Horse Scotch Ale,Scotch Ale / Wee Heavy,Big Sky Brewing Company,Big Sky Brewing Company Heavy Horse Scotch Ale,Notes:,6.7,25,35,12,61,30,28,111,25,0,41,37,14,119,3.675,3.891667,3.741667,3.691667,3.716667,60,Missoula,USA
Scotch Ale,Scotch Ale / Wee Heavy,Sprecher Brewing Company,Sprecher Brewing Company Pipers Scotch-Style Ale,"Notes:A hearty red-brown “Wee Heavy,” Scotch Ale has all the smokey sweet complex malt goodness you could wish for. Peated, caramel and lightly toasted malts brewed just right give you a smooth beer with a delicate hop finish and creamy head.\t",8.0,25,35,6,57,43,18,75,11,0,16,20,73,108,3.75,3.674528,3.59434,3.688679,3.584906,106,Glendale,USA
Bancreagie Peated Scotch Ale,Scotch Ale / Wee Heavy,Brau Brothers Brewing Co. LLC,Brau Brothers Brewing Co. LLC Bancreagie Peated Scotch Ale,Notes:,7.6,25,35,9,38,36,24,60,21,0,22,50,50,95,3.725806,3.645161,3.677419,3.870968,3.83871,31,Marshall,USA
Louie's Reserve Scotch Ale,Scotch Ale / Wee Heavy,Lake Louie Brewery Company,Lake Louie Brewery Company Louie's Reserve Scotch Ale,Notes:Released annually in August\t,10.0,25,35,13,89,64,33,104,33,0,33,39,27,130,4.077381,4.125,4.190476,4.202381,4.166667,84,Verona,USA
Outta Kilter,Scotch Ale / Wee Heavy,Hoppin' Frog Brewery,Hoppin' Frog Brewery Outta Kilter,Notes:,8.2,25,35,7,59,43,35,137,47,0,76,50,15,128,3.724638,3.753623,3.855072,3.753623,3.724638,69,Akron,USA
Robert The Bruce,Scottish Ale,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Robert The Bruce Scottish Ale,Notes:A full-bodied Scottish-style Ale with a well-rounded malty profile and roasted biscuit-like notes.24 IBU\t,6.5,9,25,9,58,20,31,86,8,0,18,28,14,135,3.777059,3.797647,3.781176,3.904706,3.910588,850,Munster,USA
90 Shilling,Scottish Ale,Odell Brewing Company,Odell Brewing Company Oak Aged 90 Shilling,"Notes:We introduced 90 Shilling, our flagship beer, at our opening party in 1989. For a while, we'd been wondering what would happen if we lightened up the traditional Scottish ale? The result is an irresistibly smooth and delicious medium-bodied amber ale.\t",5.3,9,25,21,48,13,32,52,13,0,19,46,11,94,3.75,4.0,4.25,4.25,4.25,2,Fort Collins,USA
Winter Ale,Scottish Ale,Brooklyn Brewery,Brooklyn Brewery Brooklyn Winter Ale,"Notes:Brooklyn completely changed the recipe in 2006. Its now a Scottish-style ale. Brewmaster Garrett Oliver explained to us that: There are no spices at all. Good British floor malts and hops along with our yeast strain account for all the flavors. It has a Scottish-style cooler fermentation, which pushes malt to the forefront rather than fruitiness. It was brewed with Scottish Floor-malted Maris Otter, English crystal malts, Belgian Aromatic malt, American roasted malts, American oats and hopped with Willamette.\t",6.1,9,25,15,43,24,33,88,26,0,25,35,14,109,3.585366,3.771951,3.696341,3.670732,3.771951,410,Brooklyn,USA
Kilt Lifter Scottish Style Ale,Scottish Ale,Four Peaks Brewing Company,Four Peaks Brewing Company Kilt Lifter Scottish Style Ale,"Notes:Kilt Lifter is our award-winning flagship brew, crafted in the tradition and honor of the great strong ales of Scotland. Take one sip and you’ll swear it had been brewed by men in kilts—and maybe it was. It’s a full-bodied ale with pronounced flavors of caramel and roasted barley. Notice its amber color, malty sweetness and a hint of smokiness with a clean dry finish? That’s a true Scottish-style ale.\t",6.0,9,25,10,27,13,20,57,3,0,15,18,10,69,3.482759,3.686207,3.613793,3.655172,3.762069,145,Tempe,USA
Hibernator,Scottish Ale,Long Trail Brewing Co.,Long Trail Brewing Co. Hibernator,"Notes:A Vermont classic returns in 2017! Built to take the bite from a cold winter night, Hibernator features a rich malt base highlighted by warming notes of caramel and toffee. Don't sleep on this rich, robust winter brew. Last year we awoke the bears with a limited run of cans offered at our brewery in Bridgewater Corners. In 2017, we're culminating a year of throwing it back to our roots, by sending Hibernator out for a full run of distribution in 6pks and 12pks of 12 ounce bottles and on draught. Keep your eyes out for it as the weather cools down!32 IBU\t",6.0,9,25,7,42,20,23,61,17,0,21,31,13,131,3.497925,3.811203,3.628631,3.69917,3.79668,241,Bridgewater Corners,USA
Dark Island,Scottish Ale,Orkney Brewery,Orkney Brewery Dark Island,Notes:,4.6,9,25,14,62,5,29,66,31,0,34,18,7,72,3.899533,4.067757,3.728972,3.943925,3.948598,214,Stromness KW16 3LX,United Kingdom
Piper Down,Scottish Ale,Ballast Point Brewing Company,Ballast Point Brewing Company Pepper Piper Down (Habanero),Notes:,5.8,9,25,9,37,6,28,68,8,0,11,30,8,90,3.375,3.875,4.0,3.5,3.375,4,Pete A’Hearn,Jack White
Laughing Lab Scottish-Style Ale,Scottish Ale,Bristol Brewing Company,Bristol Brewing Company Laughing Lab Scottish-Style Ale,"Notes:Laughing Lab is our most popular brew among beer drinkers and beer judges alike, with nine medals to its name since 1994 at the Great American Beer Festival alone. The Lab has a complex maltiness that comes from a careful blend of specialty malts. Its nutty, roasted flavor is mildly sweet, but not too rich. Smooth and luscious!\t",5.3,9,25,15,49,20,27,103,28,0,25,29,11,137,3.625,3.678571,3.607143,3.654762,3.77381,84,Colorado Springs,USA
